ENTREZID;ENSEMBL;SYMBOL;GENENAME
55629;ENSG00000189266;PNRC2;proline rich nuclear receptor coactivator 2
10772;ENSG00000188529;SRSF10;serine and arginine rich splicing factor 10
127294;ENSG00000142661;MYOM3;myomesin 3
58985;ENSG00000142677;IL22RA1;interleukin 22 receptor subunit alpha 1
163702;ENSG00000185436;IFNLR1;interferon lambda receptor 1
284632;ENSG00000230023;LINC02800;long intergenic non-protein coding RNA 2800
57822;ENSG00000158055;GRHL3;grainyhead like transcription factor 3
90529;ENSG00000001460;STPG1;sperm tail PG-rich repeat containing 1
57185;ENSG00000001461;NIPAL3;NIPA like domain containing 3
11123;ENSG00000117602;RCAN3;RCAN family member 3
100506985;NA;NCMAP-DT;NCMAP divergent transcript
400746;ENSG00000184454;NCMAP;non-compact myelin associated protein
10250;ENSG00000133226;SRRM1;serine and arginine repetitive matrix 1
25932;ENSG00000169504;CLIC4;chloride intracellular channel 4
864;ENSG00000020633;RUNX3;RUNX family transcription factor 3
25949;ENSG00000117614;SYF2;SYF2 pre-mRNA splicing factor
57035;ENSG00000117616;RSRP1;arginine and serine rich protein 1
6007;ENSG00000187010;RHD;Rh blood group D antigen
23585;ENSG00000183726;TMEM50A;transmembrane protein 50A
6006;ENSG00000188672;RHCE;Rh blood group CcEe antigens
55219;ENSG00000204178;MACO1;macoilin 1
26119;ENSG00000157978;LDLRAP1;low density lipoprotein receptor adaptor protein 1
57134;ENSG00000117643;MAN1C1;mannosidase alpha class 1C member 1
100507013;NA;NA;NA
57190;ENSG00000162430;SELENON;selenoprotein N
56181;ENSG00000117640;MTFR1L;mitochondrial fission regulator 1 like
646471;NA;LOC646471;uncharacterized LOC646471
79000;ENSG00000127423;AUNIP;aurora kinase A and ninein interacting protein
164091;ENSG00000182749;PAQR7;progestin and adipoQ receptor family member 7
3925;ENSG00000117632;STMN1;stathmin 1
5051;ENSG00000158006;PAFAH2;platelet activating factor acetylhydrolase 2
2134;ENSG00000158008;EXTL1;exostosin like glycosyltransferase 1
7780;ENSG00000158014;SLC30A2;solute carrier family 30 member 2
84676;ENSG00000158022;TRIM63;tripartite motif containing 63
149420;ENSG00000175087;PDIK1L;PDLIM1 interacting kinase 1 like
79927;ENSG00000197245;FAM110D;family with sequence similarity 110 member D
100128346;NA;NA;NA
51042;ENSG00000142684;ZNF593;zinc finger protein 593
10256;ENSG00000142675;CNKSR1;connector enhancer of kinase suppressor of Ras 1
378807;ENSG00000188782;CATSPER4;cation channel sperm associated 4
64793;ENSG00000130695;CEP85;centrosomal protein 85
83442;ENSG00000142669;SH3BGRL3;SH3 domain binding glutamate rich protein like 3
91544;ENSG00000158062;UBXN11;UBX domain protein 11
1043;ENSG00000169442;CD52;CD52 molecule
55057;ENSG00000176092;CRYBG2;crystallin beta-gamma domain containing 2
257101;ENSG00000176083;ZNF683;zinc finger protein 683
79727;ENSG00000131914;LIN28A;lin-28 homolog A
79947;ENSG00000117682;DHDDS;dehydrodolichyl diphosphate synthase subunit
3151;ENSG00000198830;HMGN2;high mobility group nucleosomal binding domain 2
6195;ENSG00000117676;RPS6KA1;ribosomal protein S6 kinase A1
6195;ENSG00000281877;RPS6KA1;ribosomal protein S6 kinase A1
100302190;ENSG00000238705;MIR1976;microRNA 1976
100302190;ENSG00000280948;MIR1976;microRNA 1976
8289;ENSG00000117713;ARID1A;AT-rich interaction domain 1A
55650;ENSG00000060642;PIGV;phosphatidylinositol glycan anchor biosynthesis class V
84243;ENSG00000204160;ZDHHC18;zinc finger DHHC-type palmitoyltransferase 18
2810;ENSG00000175793;SFN;stratifin
54707;ENSG00000142751;GPN2;GPN-loop GTPase 2
63906;ENSG00000198746;GPATCH3;G-patch domain containing 3
8431;ENSG00000131910;NR0B2;nuclear receptor subfamily 0 group B member 2
10726;ENSG00000090273;NUDC;nuclear distribution C, dynein complex regulator
126695;ENSG00000175707;KDF1;keratinocyte differentiation factor 1
646567;NA;OSTCP2;oligosaccharyltransferase complex subunit pseudogene 2
388610;ENSG00000253368;TRNP1;TMF1 regulated nuclear protein 1
115572;ENSG00000158246;TENT5B;terminal nucleotidyltransferase 5B
6548;ENSG00000090020;SLC9A1;solute carrier family 9 member A1
23038;ENSG00000142784;WDTC1;WD and tetratricopeptide repeats 1
84065;ENSG00000186501;TMEM222;transmembrane protein 222
644961;NA;ACTG1P20;actin gamma 1 pseudogene 20
84958;ENSG00000142765;SYTL1;synaptotagmin like 1
9064;ENSG00000142733;MAP3K6;mitogen-activated protein kinase kinase kinase 6
8547;ENSG00000142748;FCN3;ficolin 3
388611;ENSG00000174950;CD164L2;CD164 molecule like 2
2827;ENSG00000181773;GPR3;G protein-coupled receptor 3
10163;ENSG00000158195;WASF2;WASP family member 2
27245;ENSG00000126705;AHDC1;AT-hook DNA binding motif containing 1
2268;ENSG00000000938;FGR;FGR proto-oncogene, Src family tyrosine kinase
2537;ENSG00000126709;IFI6;interferon alpha inducible protein 6
199870;ENSG00000009780;FAM76A;family with sequence similarity 76 member A
23673;ENSG00000117758;STX12;syntaxin 12
5511;ENSG00000117751;PPP1R8;protein phosphatase 1 regulatory subunit 8
677774;ENSG00000252947;SCARNA1;small Cajal body-specific RNA 1
9473;ENSG00000130775;THEMIS2;thymocyte selection associated family member 2
6118;ENSG00000117748;RPA2;replication protein A2
27293;ENSG00000130768;SMPDL3B;sphingomyelin phosphodiesterase acid like 3B
55113;ENSG00000158156;XKR8;XK related 8
2140;ENSG00000158161;EYA3;EYA transcriptional coactivator and phosphatase 3
653566;NA;SPCS2P4;signal peptidase complex subunit 2 pseudogene 4
5724;ENSG00000169403;PTAFR;platelet activating factor receptor
22826;ENSG00000126698;DNAJC8;DnaJ heat shock protein family (Hsp40) member C8
22826;ENSG00000285317;DNAJC8;DnaJ heat shock protein family (Hsp40) member C8
93974;ENSG00000130770;ATP5IF1;ATP synthase inhibitory factor subunit 1
93974;ENSG00000285390;ATP5IF1;ATP synthase inhibitory factor subunit 1
83667;ENSG00000130766;SESN2;sestrin 2
83667;ENSG00000285069;SESN2;sestrin 2
54797;ENSG00000130772;MED18;mediator complex subunit 18
54797;ENSG00000284944;MED18;mediator complex subunit 18
65979;ENSG00000204138;PHACTR4;phosphatase and actin regulator 4
8420;ENSG00000242125;SNHG3;small nucleolar RNA host gene 3
1104;ENSG00000180198;RCC1;regulator of chromosome condensation 1
6080;ENSG00000274266;SNORA73A;small nucleolar RNA, H/ACA box 73A
26768;ENSG00000200087;SNORA73B;small nucleolar RNA, H/ACA box 73B
54952;ENSG00000180098;TRNAU1AP;tRNA selenocysteine 1 associated protein 1
85028;ENSG00000197989;SNHG12;small nucleolar RNA host gene 12
692212;ENSG00000221539;SNORD99;small nucleolar RNA, C/D box 99
677838;ENSG00000278274;SNORA61;small nucleolar RNA, H/ACA box 61
677825;ENSG00000273544;SNORA44;small nucleolar RNA, H/ACA box 44
692073;ENSG00000280498;SNORA16A;small nucleolar RNA, H/ACA box 16A
115273;ENSG00000188060;RAB42;RAB42, member RAS oncogene family
6883;ENSG00000120656;TAF12;TATA-box binding protein associated factor 12
26824;ENSG00000274978;RNU11;RNA, U11 small nuclear
10691;ENSG00000162419;GMEB1;glucocorticoid modulatory element binding protein 1
51441;ENSG00000198492;YTHDF2;YTH N6-methyladenosine RNA binding protein 2
4985;ENSG00000116329;OPRD1;opioid receptor delta 1
2035;ENSG00000159023;EPB41;erythrocyte membrane protein band 4.1
399474;ENSG00000253304;TMEM200B;transmembrane protein 200B
6429;ENSG00000116350;SRSF4;serine and arginine rich splicing factor 4
51102;ENSG00000116353;MECR;mitochondrial trans-2-enoyl-CoA reductase
10076;ENSG00000060656;PTPRU;protein tyrosine phosphatase receptor type U
100288450;NA;NA;NA
4146;ENSG00000162510;MATN1;matrilin 1
100129196;ENSG00000186056;MATN1-AS1;MATN1 antisense RNA 1
7805;ENSG00000162511;LAPTM5;lysosomal protein transmembrane 5
9672;ENSG00000162512;SDC3;syndecan 3
9698;ENSG00000134644;PUM1;pumilio RNA binding family member 1
692234;NA;SNORD103A;small nucleolar RNA, C/D box 103A
692235;NA;SNORD103B;small nucleolar RNA, C/D box 103B
692200;NA;SNORD103C;small nucleolar RNA, C/D box 103C
28997;NA;NA;NA
79570;ENSG00000084628;NKAIN1;sodium/potassium transporting ATPase interacting 1
9410;ENSG00000060688;SNRNP40;small nuclear ribonucleoprotein U5 subunit 40
51538;ENSG00000121766;ZCCHC17;zinc finger CCHC-type containing 17
2170;ENSG00000121769;FABP3;fatty acid binding protein 3
347735;ENSG00000168528;SERINC2;serine incorporator 2
149086;ENSG00000260386;LDC1P;leucine decarboxylase 1, pseudogene
284551;NA;LINC01226;long intergenic non-protein coding RNA 1226
64129;ENSG00000142910;TINAGL1;tubulointerstitial nephritis antigen like 1
3061;ENSG00000121764;HCRTR1;hypocretin receptor 1
553115;ENSG00000162517;PEF1;penta-EF-hand domain containing 1
1307;ENSG00000084636;COL16A1;collagen type XVI alpha 1 chain
576;ENSG00000121753;ADGRB2;adhesion G protein-coupled receptor B2
100423028;ENSG00000266580;MIR4254;microRNA 4254
90853;ENSG00000134668;SPOCD1;SPOC domain containing 1
8073;ENSG00000184007;PTP4A2;protein tyrosine phosphatase 4A2
100507229;NA;NA;NA
10657;ENSG00000121774;KHDRBS1;KH RNA binding domain containing, signal transduction associated 1
55116;ENSG00000121775;TMEM39B;transmembrane protein 39B
23633;ENSG00000025800;KPNA6;karyopherin subunit alpha 6
200081;ENSG00000084652;TXLNA;taxilin alpha
79140;ENSG00000160050;CCDC28B;coiled-coil domain containing 28B
55721;ENSG00000160051;IQCC;IQ motif containing C
149069;ENSG00000222046;DCDC2B;doublecortin domain containing 2B
100507457;NA;NA;NA
56063;ENSG00000160055;TMEM234;transmembrane protein 234
8668;ENSG00000084623;EIF3I;eukaryotic translation initiation factor 3 subunit I
339483;NA;MTMR9LP;myotubularin related protein 9 like, pseudogene
84734;ENSG00000183615;FAM167B;family with sequence similarity 167 member B
3932;ENSG00000182866;LCK;LCK proto-oncogene, Src family tyrosine kinase
3065;ENSG00000116478;HDAC1;histone deacetylase 1
65108;ENSG00000175130;MARCKSL1;MARCKS like 1
100128071;ENSG00000225828;FAM229A;family with sequence similarity 229 member A
81629;ENSG00000162526;TSSK3;testis specific serine kinase 3
55108;ENSG00000160058;BSDC1;BSD domain containing 1
728116;ENSG00000273274;ZBTB8B;zinc finger and BTB domain containing 8B
653121;ENSG00000160062;ZBTB8A;zinc finger and BTB domain containing 8A
339487;ENSG00000176261;ZBTB8OS;zinc finger and BTB domain containing 8 opposite strand
5928;ENSG00000162521;RBBP4;RB binding protein 4, chromatin remodeling factor
81493;ENSG00000162520;SYNC;syncoilin, intermediate filament protein
57648;ENSG00000162522;KIAA1522;KIAA1522
8565;ENSG00000134684;YARS1;tyrosyl-tRNA synthetase 1
64766;ENSG00000116497;S100PBP;S100P binding protein
252995;ENSG00000160097;FNDC5;fibronectin type III domain containing 5
3208;ENSG00000121905;HPCA;hippocalcin
113452;ENSG00000121900;TMEM54;transmembrane protein 54
127544;ENSG00000116514;RNF19B;ring finger protein 19B
100505584;NA;NA;NA
204;ENSG00000004455;AK2;adenylate kinase 2
113451;ENSG00000142920;AZIN2;antizyme inhibitor 2
55223;ENSG00000116525;TRIM62;tripartite motif containing 62
149076;ENSG00000160094;ZNF362;zinc finger protein 362
1912;ENSG00000134686;PHC2;polyhomeotic homolog 2
7579;ENSG00000121903;ZSCAN20;zinc finger and SCAN domain containing 20
114784;ENSG00000121904;CSMD2;CUB and Sushi multiple domains 2
127540;ENSG00000176256;HMGB4;high mobility group box 4
84970;ENSG00000142698;C1orf94;chromosome 1 open reading frame 94
693137;ENSG00000207941;MIR552;microRNA 552
2709;ENSG00000189280;GJB5;gap junction protein beta 5
127534;ENSG00000189433;GJB4;gap junction protein beta 4
2707;ENSG00000188910;GJB3;gap junction protein beta 3
2701;ENSG00000187513;GJA4;gap junction protein alpha 4
113444;ENSG00000163866;SMIM12;small integral membrane protein 12
58512;ENSG00000116544;DLGAP3;DLG associated protein 3
100506144;ENSG00000243749;TMEM35B;transmembrane protein 35B
9204;ENSG00000163867;ZMYM6;zinc finger MYM-type containing 6
79830;ENSG00000197056;ZMYM1;zinc finger MYM-type containing 1
100506168;NA;NA;NA
6421;ENSG00000116560;SFPQ;splicing factor proline and glutamine rich
9202;ENSG00000146463;ZMYM4;zinc finger MYM-type containing 4
79932;ENSG00000142687;KIAA0319L;KIAA0319 like
23154;ENSG00000020129;NCDN;neurochondrin
339488;ENSG00000116819;TFAP2E;transcription factor AP-2 epsilon
5690;ENSG00000126067;PSMB2;proteasome 20S subunit beta 2
127703;ENSG00000142686;C1orf216;chromosome 1 open reading frame 216
63967;ENSG00000092853;CLSPN;claspin
192670;ENSG00000134698;ago-04;argonaute RISC component 4
26523;ENSG00000092847;ago-01;argonaute RISC component 1
192669;ENSG00000126070;ago-03;argonaute RISC catalytic component 3
27285;ENSG00000092850;TEKT2;tektin 2
54936;ENSG00000116863;ADPRS;ADP-ribosylserine hydrolase
1296;ENSG00000171812;COL8A2;collagen type VIII alpha 2 chain
27095;ENSG00000054116;TRAPPC3;trafficking protein particle complex 3
55700;ENSG00000116871;MAP7D1;MAP7 domain containing 1
9967;ENSG00000054118;THRAP3;thyroid hormone receptor associated protein 3
79729;ENSG00000214193;SH3D21;SH3 domain containing 21
55194;ENSG00000142694;EVA1B;eva-1 homolog B
83931;ENSG00000196182;STK40;serine/threonine kinase 40
100506594;NA;NA;NA
84967;ENSG00000181817;LSM10;LSM10, U7 small nuclear RNA associated
127700;ENSG00000116885;OSCP1;organic solute carrier partner 1
64960;ENSG00000116898;MRPS15;mitochondrial ribosomal protein S15
1441;ENSG00000119535;CSF3R;colony stimulating factor 3 receptor
2899;ENSG00000163873;GRIK3;glutamate ionotropic receptor kainate type subunit 3
100422898;ENSG00000264698;MIR4255;microRNA 4255
728431;ENSG00000233621;LINC01137;long intergenic non-protein coding RNA 1137
80149;ENSG00000163874;ZC3H12A;zinc finger CCCH-type containing 12A
64769;ENSG00000163875;MEAF6;MYST/Esa1 associated factor 6
79753;ENSG00000163877;SNIP1;Smad nuclear interacting protein 1
7802;ENSG00000163879;DNALI1;dynein axonemal light intermediate chain 1
29889;ENSG00000134697;GNL2;G protein nucleolar 2
284654;ENSG00000169218;RSPO1;R-spondin 1
54955;ENSG00000116922;C1orf109;chromosome 1 open reading frame 109
55143;ENSG00000134690;CDCA8;cell division cycle associated 8
284656;ENSG00000183317;EPHA10;EPH receptor A10
149175;ENSG00000185090;MANEAL;mannosidase endo-alpha like
79693;ENSG00000196449;YRDC;yrdC N6-threonylcarbamoyltransferase domain containing
127687;ENSG00000197982;C1orf122;chromosome 1 open reading frame 122
4520;ENSG00000188786;MTF1;metal regulatory transcription factor 1
3633;ENSG00000204084;INPP5B;inositol polyphosphate-5-phosphatase B
10946;ENSG00000183431;SF3A3;splicing factor 3a subunit 3
2275;ENSG00000183386;FHL3;four and a half LIM domains 3
51118;ENSG00000183520;UTP11;UTP11 small subunit processome component
5453;ENSG00000185668;POU3F1;POU class 3 homeobox 1
64121;ENSG00000116954;RRAGC;Ras related GTP binding C
26292;ENSG00000214114;MYCBP;MYC binding protein
100506806;NA;NA;NA
81025;ENSG00000131233;GJA9;gap junction protein alpha 9
54933;ENSG00000158315;RHBDL2;rhomboid like 2
79647;ENSG00000174574;AKIRIN1;akirin 1
4725;ENSG00000168653;NDUFS5;NADH:ubiquinone oxidoreductase subunit S5
23499;ENSG00000127603;MACF1;microtubule actin crosslinking factor 1
100292290;NA;HSPE1P8;heat shock protein family E (Hsp10) member 1 pseudogene 8
643314;NA;KIAA0754;KIAA0754
353500;ENSG00000183682;BMP8A;bone morphogenetic protein 8a
728448;ENSG00000243970;PPIEL;peptidylprolyl isomerase E like pseudogene
8761;ENSG00000090621;PABPC4;poly(A) binding protein cytoplasmic 4
100506950;NA;NA;NA
677834;ENSG00000201457;SNORA55;small nucleolar RNA, H/ACA box 55
26508;ENSG00000163909;HEYL;hes related family bHLH transcription factor with YRPW motif like
84618;ENSG00000116981;NT5C1A;5'-nucleotidase, cytosolic IA
51440;ENSG00000116983;HPCAL4;hippocalcin like 4
10450;ENSG00000084072;PPIE;peptidylprolyl isomerase E
656;ENSG00000116985;BMP8B;bone morphogenetic protein 8b
64064;ENSG00000198754;OXCT2;3-oxoacid CoA-transferase 2
100287437;NA;NA;NA
54802;ENSG00000043514;TRIT1;tRNA isopentenyltransferase 1
4610;ENSG00000116990;MYCL;MYCL proto-oncogene, bHLH transcription factor
84879;ENSG00000168389;MFSD2A;major facilitator superfamily domain containing 2A
10487;ENSG00000131236;CAP1;cyclase associated actin cytoskeleton regulatory protein 1
5538;ENSG00000131238;PPT1;palmitoyl-protein thioesterase 1
6018;ENSG00000117000;RLF;RLF zinc finger
127391;ENSG00000188800;TMCO2;transmembrane and coiled-coil domains 2
10269;ENSG00000084073;ZMPSTE24;zinc metallopeptidase STE24
1298;ENSG00000049089;COL9A2;collagen type IX alpha 2 chain
100286988;NA;NA;NA
64744;ENSG00000084070;SMAP2;small ArfGAP2
65243;ENSG00000187801;ZFP69B;ZFP69 zinc finger protein B
339559;ENSG00000187815;ZFP69;ZFP69 zinc finger protein
64789;ENSG00000164002;EXO5;exonuclease 5
127396;ENSG00000117010;ZNF684;zinc finger protein 684
9783;ENSG00000117016;RIMS3;regulating synaptic membrane exocytosis 3
100130557;NA;NFYC-AS1;NFYC antisense RNA 1
4802;ENSG00000066136;NFYC;nuclear transcription factor Y subunit gamma
407034;ENSG00000198974;MIR30E;microRNA 30e
407031;ENSG00000207962;MIR30C1;microRNA 30c-1
9132;ENSG00000117013;KCNQ4;potassium voltage-gated channel subfamily Q member 4
163732;ENSG00000179862;CITED4;Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
1503;ENSG00000171793;CTPS1;CTP synthase 1
100507178;ENSG00000281207;SLFNL1-AS1;SLFNL1 antisense RNA 1
200172;ENSG00000171790;SLFNL1;schlafen like 1
22955;ENSG00000010803;SCMH1;Scm polycomb group protein homolog 1
100132074;ENSG00000204060;FOXO6;forkhead box O6
100132074;ENSG00000281518;FOXO6;forkhead box O6
1907;ENSG00000127129;EDN2;endothelin 2
59269;ENSG00000127124;HIVEP3;HIVEP zinc finger 3
100507198;NA;NA;NA
2981;ENSG00000044012;GUCA2B;guanylate cyclase activator 2B
2980;ENSG00000197273;GUCA2A;guanylate cyclase activator 2A
22887;ENSG00000198815;FOXJ3;forkhead box J3
284716;ENSG00000177181;RIMKLA;ribosomal modification protein rimK like family member A
84217;ENSG00000066185;ZMYND12;zinc finger MYND-type containing 12
79717;ENSG00000127125;PPCS;phosphopantothenoylcysteine synthetase
100507214;NA;NA;NA
728621;ENSG00000186409;CCDC30;coiled-coil domain containing 30
10465;ENSG00000171960;PPIH;peptidylprolyl isomerase H
100507252;NA;NA;NA
4904;ENSG00000065978;YBX1;Y-box binding protein 1
149461;ENSG00000164007;CLDN19;claudin 19
64175;ENSG00000117385;P3H1;prolyl 3-hydroxylase 1
79078;ENSG00000164008;C1orf50;chromosome 1 open reading frame 50
100129924;ENSG00000274386;TMEM269;transmembrane protein 269
100507268;NA;NA;NA
374969;ENSG00000177868;SVBP;small vasohibin binding protein
114625;ENSG00000164010;ERMAP;erythroblast membrane associated protein (Scianna blood group)
51058;ENSG00000164011;ZNF691;zinc finger protein 691
6513;ENSG00000117394;SLC2A1;solute carrier family 2 member 1
440584;ENSG00000227533;SLC2A1-AS1;SLC2A1 antisense RNA 1
440585;ENSG00000186973;FAM183A;family with sequence similarity 183 member A
10969;ENSG00000117395;EBNA1BP2;EBNA1 binding protein 2
149465;ENSG00000243710;CFAP57;cilia and flagella associated protein 57
100506711;NA;NA;NA
128218;ENSG00000179178;TMEM125;transmembrane protein 125
149466;ENSG00000253313;C1orf210;chromosome 1 open reading frame 210
7075;ENSG00000066056;TIE1;tyrosine kinase with immunoglobulin like and EGF like domains 1
4352;ENSG00000117400;MPL;MPL proto-oncogene, thrombopoietin receptor
